,Row,Col,Target,TMRE AREA,TMRE INTENSITY,TMRE FORM FACTOR,TMRE COUNT,TMRE DxA,MITOTRECKER AREA,MITOTRACKER DxA,MITOTRACKER FORM FACTOR,MITOTRACKER INTENSITY,MITOTRACKER COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,CHRONO_ORDER
0,B,3,1,264.489,3583546.372,0.846,129,7546281.019,640.52,444586.413,1.066,51553.138,101,295642.366,0.906,1290.0,56.371,0.972,20.536,18.525,17.225,229.21,1289.834,9567.626,25506423.252,2665.909,0.28,217.25,6,345.663,18.525,17.225,0.97,141.325,0,4,1,1
1,B,3,2,133.406,1904954.675,0.897,60,4270299.122,394.727,298360.455,0.924,29124.108,51,281366.405,0.903,1609.0,49.515,1.01,18.879,14.898,13.591,176.08,1597.951,15721.067,18389070.033,1169.709,0.391,130.847,6,194.013,14.898,13.591,0.932,81.964,0,2,1,1
2,B,3,3,133.618,1893565.854,0.827,52,5221248.818,472.785,442062.255,1.131,17965.107,37,322250.865,0.85,1826.0,50.689,1.013,19.561,14.292,16.585,173.861,1853.493,21500.749,23203325.257,1079.187,0.458,105.362,4,172.053,14.292,16.585,0.769,72.107,0,0,1,1
3,B,3,4,251.814,3068739.007,0.878,125,6195374.36,368.426,230864.117,0.927,75078.51,139,502495.026,0.889,2628.0,52.028,0.954,19.05,17.159,11.95,191.607,2622.535,11343.751,17967034.473,1583.871,0.387,144.467,5,226.773,17.159,11.95,1.274,91.123,0,3,1,1
4,B,3,5,93.902,2092802.418,0.908,52,3754765.234,871.208,623199.383,1.229,56003.192,118,495769.148,0.657,2285.0,63.287,1.215,22.959,22.896,21.415,209.458,2366.92,21529.364,38081628.734,1768.823,0.493,118.755,3,212.442,22.896,21.415,0.909,87.229,0,1,1,1
5,B,3,6,16.372,189737.032,0.852,6,515083.391,365.785,226256.158,1.214,54071.666,117,291973.85,0.892,1243.0,57.642,1.016,21.31,16.932,12.138,235.759,1238.444,14060.331,28179136.658,2004.159,0.326,170.395,5,277.99,16.932,12.138,1.099,115.363,0,3,1,1
6,B,3,1,282.129,4768655.893,0.9,141,9568214.04,939.76,602877.251,1.173,84223.079,175,635362.495,0.927,1373.5,79.694,0.987,28.307,19.603,20.424,468.348,1356.603,20245.423,54566954.395,2695.274,0.376,147.36,2,300.218,19.603,20.424,1.586,138.228,0,0,2,1
7,B,3,2,205.549,1520546.672,0.782,51,6134471.762,407.613,254818.854,1.179,40174.787,83,308833.648,0.82,1398.0,59.124,1.071,23.768,8.802,8.282,228.153,1353.623,12018.95,19351303.395,1610.066,0.132,212.958,4,392.206,8.802,8.282,1.313,179.417,0,0,2,1
8,B,3,3,113.443,1091085.833,0.798,34,3971347.792,255.722,215464.923,0.941,20477.123,38,286039.114,0.915,1647.0,49.123,0.894,17.362,10.578,10.102,175.657,1628.396,10046.073,10311023.171,1026.374,0.292,101.918,2,209.998,10.578,10.102,1.652,97.721,0,0,2,1
9,B,3,4,212.521,2761304.941,0.862,84,7307477.797,639.675,538382.82,0.939,42762.779,70,299779.443,0.716,1566.5,57.622,1.044,19.709,16.087,16.575,189.283,1583.765,14515.026,28463349.066,1960.958,0.315,167.662,5,279.551,16.087,16.575,1.333,114.283,0,3,2,1
10,B,3,5,256.567,3036112.105,0.877,113,7228453.585,551.688,378774.925,1.051,61776.771,119,422897.05,0.929,1524.0,62.372,0.965,22.486,18.243,21.949,287.727,1469.787,12123.285,24398150.364,2012.503,0.36,160.454,5,264.947,18.243,21.949,0.95,118.239,0,1,2,1
11,B,3,1,187.17,2320082.765,0.873,83,5449790.524,282.023,180915.207,1.025,58249.212,108,294575.644,0.888,1335.0,57.052,0.983,22.014,18.818,19.28,229.949,1281.047,10296.805,20217700.7,1963.493,0.452,111.388,2,233.762,18.818,19.28,1.228,103.995,0,0,3,1
12,B,3,2,362.51,5162122.964,0.909,193,9900834.9,646.223,440260.582,0.985,151375.888,273,358772.418,0.945,1094.0,66.807,0.964,23.999,34.875,35.122,335.787,1068.453,11863.447,45815672.414,3861.919,0.247,395.403,12,443.124,34.875,35.122,1.005,101.55,0,6,3,1
13,B,3,3,242.941,2599417.182,0.789,90,7278619.98,297.233,207711.721,0.918,38591.692,68,451091.215,0.912,2270.0,53.601,0.968,20.099,17.712,14.816,208.401,2164.532,10950.008,14303819.286,1306.284,0.486,106.979,3,183.702,17.712,14.816,0.963,61.896,0,1,3,1
14,B,3,4,226.252,2686562.651,0.831,80,7919442.631,506.374,452957.214,0.996,21445.218,35,580578.106,0.878,3207.5,52.428,0.966,20.047,16.522,15.185,192.029,3023.386,19521.238,21240267.65,1088.059,0.378,107.111,3,190.164,16.522,15.185,0.898,78.414,0,1,3,1
15,B,3,5,71.72,1164749.336,0.853,32,2705417.614,561.722,499695.71,1.206,41417.445,78,343752.213,0.961,1610.5,52.918,0.906,18.552,12.168,10.725,214.211,1604.739,17085.217,33043197.985,1934.023,0.203,167.726,2,346.325,12.168,10.725,1.029,149.125,0,0,3,1
16,B,3,6,10.563,95327.605,0.8,3,353046.929,366.841,243437.061,1.202,51225.73,101,304973.947,0.886,1144.0,61.969,1.025,22.982,23.936,24.495,270.827,1126.086,10819.558,24088632.995,2226.397,0.529,164.144,5,230.054,23.936,24.495,1.047,79.8,0,1,3,1
17,B,3,1,115.027,1795111.137,0.87,59,3557294.116,550.948,294322.562,1.25,38099.969,106,296511.568,0.866,1301.0,58.319,1.029,22.673,16.203,16.25,234.491,1264.49,13359.095,20078194.811,1502.961,0.431,99.524,2,209.326,16.203,16.25,0.995,94.255,0,0,4,1
18,B,3,2,136.153,1711268.149,0.825,60,4013837.564,487.15,266253.248,1.214,27895.444,75,282919.644,0.899,1507.0,50.926,0.98,18.339,11.454,8.833,185.48,1525.335,11127.87,17073844.351,1534.332,0.252,173.148,5,276.449,11.454,8.833,0.742,112.448,0,1,4,1
19,B,3,3,201.958,2387377.04,0.846,84,6013860.145,650.026,351256.559,1.247,26781.082,73,304244.912,0.701,1443.0,61.51,1.285,25.51,12.369,7.917,211.042,1441.633,11423.748,25192469.989,2205.272,0.188,237.361,5,383.76,12.369,7.917,0.815,142.203,0,1,4,1
20,B,3,4,295.015,4268045.857,0.785,130,9622553.108,720.373,415578.29,0.958,21465.429,52,569897.145,0.768,2551.0,59.369,1.111,23.916,13.848,13.325,215.478,2644.801,14647.736,23574538.48,1609.432,0.305,143.403,4,257.439,13.848,13.325,1.013,115.777,0,0,4,1
21,B,3,5,173.016,2432023.436,0.867,72,5940174.829,689.319,419008.83,1.173,21819.658,57,338213.788,0.902,1349.0,59.415,1.039,22.91,18.644,21.123,253.504,1334.157,12621.146,30977907.893,2454.445,0.332,210.596,7,304.902,18.644,21.123,0.965,128.718,0,3,4,1
22,B,3,6,147.772,1830029.279,0.853,67,4007588.801,272.622,126901.257,1.012,33561.29,85,360596.695,0.84,1357.0,63.081,1.103,24.503,16.578,15.824,266.073,1355.253,10811.605,10874056.278,1005.776,0.503,92.109,3,158.501,16.578,15.824,0.857,65.732,0,1,4,1
23,B,3,1,63.693,1291973.46,0.94,37,2255094.304,544.083,238072.498,1.202,44682.46,126,263126.384,0.855,1372.5,54.331,1.052,21.061,22.321,24.82,200.902,1309.727,8972.379,19015088.167,2119.292,0.444,136.908,3,244.817,22.321,24.82,1.081,97.2,0,1,5,1
24,B,3,2,136.364,2259924.15,0.862,65,4833807.972,668.194,393740.944,0.976,31580.77,77,629230.555,0.971,2079.0,62.569,0.937,20.752,19.277,20.92,302.515,2080.001,10568.381,21110386.878,1997.504,0.423,131.828,3,243.507,19.277,20.92,1.078,96.397,0,1,5,1
25,B,3,3,156.116,2998025.168,0.857,86,5455668.538,443.632,191763.585,1.033,40047.022,110,270896.17,0.807,1427.5,55.475,1.128,21.875,15.925,15.925,197.522,1371.475,8651.377,18511158.098,2139.678,0.313,142.139,2,293.156,15.925,15.925,1.001,133.414,0,0,5,1
26,B,3,4,46.793,999384.515,0.869,24,1981715.909,504.789,321980.461,1.279,24695.468,69,320283.042,0.869,1548.0,54.799,1.063,20.089,14.052,10.725,207.767,1541.546,13233.232,18526190.24,1399.975,0.345,134.791,4,225.753,14.052,10.725,0.87,97.353,0,2,5,1
27,B,3,5,5.704,109762.346,0.953,3,204970.077,508.486,255280.125,1.115,21190.699,60,295259.47,0.805,1574.0,54.519,1.144,21.904,13.819,10.538,190.445,1550.368,9663.756,13726018.737,1420.361,0.334,150.827,5,231.096,13.819,10.538,0.923,90.78,0,1,5,1
28,B,3,6,6.866,146775.628,0.875,4,244351.048,410.042,192250.629,0.985,22709.384,60,296586.563,0.965,1316.0,53.937,0.964,18.846,20.752,22.884,223.4,1327.602,9205.891,17329878.544,1882.477,0.405,122.301,3,241.705,20.752,22.884,0.929,95.016,0,1,5,1
29,B,3,7,11.196,247273.847,0.964,7,396160.849,600.065,325549.794,1.251,45140.931,126,294684.65,0.908,1232.5,57.205,0.989,20.453,21.875,17.316,236.392,1246.592,14095.973,30735558.152,2180.45,0.482,156.999,4,238.443,21.875,17.316,1.028,74.372,0,2,5,1
30,B,3,8,9.295,36461.364,0.849,1,338913.459,474.897,220372.968,1.206,40512.194,114,335688.996,0.77,1571.0,58.295,0.995,20.327,22.188,24.845,208.296,1611.599,10455.714,18908455.067,1808.433,0.521,115.049,3,208.824,22.188,24.845,1.439,89.004,0,1,5,1
31,B,3,1,27.991,473392.49,0.931,15,873189.834,377.826,197190.468,1.141,16317.864,46,250402.078,0.928,1719.0,44.271,0.94,15.632,11.554,10.796,144.814,1729.128,12183.598,12705680.614,1042.851,0.341,96.642,2,195.984,11.554,10.796,1.11,89.673,0,0,6,1
32,B,3,2,153.475,2383723.957,0.874,72,5175768.335,480.918,295075.574,1.211,23832.271,60,304158.615,0.872,1699.0,51.476,1.079,20.131,19.696,20.605,183.896,1653.972,11202.485,15763659.487,1407.157,0.448,123.205,5,198.776,19.696,20.605,0.958,82.151,0,1,6,1
33,B,3,3,25.245,405393.157,0.919,13,802491.532,414.479,224950.085,1.1,29826.389,75,312399.285,0.814,1333.0,59.933,1.11,21.612,21.29,21.435,232.695,1342.525,10013.441,17031911.336,1700.905,0.521,119.079,4,202.478,21.29,21.435,0.772,86.589,0,0,6,1
34,B,3,4,23.872,484189.307,0.972,15,785212.818,423.879,202642.384,1.167,31118.318,85,327708.802,0.97,1250.0,58.224,0.961,19.903,27.025,13.928,261.743,1252.027,13270.449,18387660.763,1385.61,0.427,152.127,6,201.864,27.025,13.928,0.656,75.827,0,2,6,1
35,B,3,5,5.176,74296.276,0.997,3,126678.385,440.78,182647.483,1.283,69059.351,202,289799.421,0.868,1357.0,55.64,1.026,20.879,23.909,24.784,213.894,1354.875,9732.06,22097120.642,2270.549,0.457,164.704,5,249.797,23.909,24.784,1.269,104.015,0,1,6,1
36,B,3,6,70.03,899659.614,0.823,29,2220043.918,473.841,269562.107,0.915,23947.858,56,315793.384,0.781,1574.0,56.614,1.282,23.43,14.292,15.657,199.317,1584.375,9679.87,16062714.437,1659.394,0.311,125.179,2,258.814,14.292,15.657,0.992,117.132,0,0,6,1
37,B,3,7,64.01,1188462.978,0.946,35,2240850.031,590.347,329979.668,1.038,19277.79,48,363294.609,0.833,1560.0,59.023,1.066,21.032,29.581,33.114,231.005,1572.668,10658.784,18746544.935,1758.788,0.73,68.003,2,173.943,29.581,33.114,0.867,63.433,0,0,6,1
38,B,3,8,70.77,1243199.177,0.906,36,2470234.426,735.478,376104.473,1.107,38340.298,109,580157.395,0.888,2155.0,61.47,1.015,22.655,17.275,16.737,267.13,2171.82,13677.392,29259432.972,2139.255,0.358,133.552,2,274.145,17.275,16.737,1.042,123.648,0,0,6,1
39,B,3,9,10.035,284493.997,1.018,9,311597.051,407.402,205507.399,1.283,21325.589,60,273616.9,0.87,1613.0,48.984,0.983,18.738,23.096,24.194,166.151,1646.8,10730.426,15535764.004,1447.824,0.477,110.58,4,195.34,23.096,24.194,0.832,74.866,0,2,6,1
40,B,3,1,155.799,2016284.819,0.873,77,4033797.397,548.836,321080.417,1.144,59669.381,147,266770.818,0.713,1105.0,65.329,1.187,23.732,24.748,25.189,242.096,1101.921,7128.376,20239188.422,2839.243,0.395,182.282,5,300.357,24.748,25.189,1.009,113.581,0,3,7,1
41,B,3,2,238.505,4087171.063,0.894,122,8191581.286,758.188,440741.922,1.06,42470.06,102,557187.098,0.855,1976.0,63.675,0.972,22.512,18.577,17.008,276.002,2018.777,12860.052,31659374.068,2461.839,0.356,162.134,3,294.747,18.577,17.008,1.503,131.564,0,1,7,1
42,B,3,3,335.048,4132704.778,0.869,159,8826607.044,990.989,531981.743,1.166,58065.222,145,310614.09,0.87,1272.5,59.711,1.04,22.393,9.084,8.331,246.955,1257.776,10192.227,29545389.592,2898.816,0.084,331.862,2,658.467,9.084,8.331,1.564,312.17,0,0,7,1
43,B,3,4,163.193,1471475.039,0.774,51,4638537.901,419.021,268288.884,0.946,16823.011,35,302250.788,0.892,1639.0,51.326,1.036,19.41,9.125,8.153,187.065,1615.756,11656.219,15098286.788,1295.299,0.179,150.979,2,301.29,9.125,8.153,0.998,142.134,0,0,7,1
44,B,3,5,23.66,510842.031,0.893,13,925759.763,868.462,485951.157,1.246,65658.774,169,312528.889,0.873,2039.0,46.604,0.936,15.441,28.925,30.875,150.835,2071.995,11940.9,28494758.187,2386.316,0.648,90.509,2,215.07,28.925,30.875,0.935,82.806,0,0,7,1
45,B,3,6,317.408,4144794.369,0.863,140,9391149.872,1046.231,594437.264,1.005,62509.543,142,352905.918,0.885,1206.0,63.58,1.024,22.91,18.387,19.258,284.558,1240.19,10952.0,47823036.254,4366.603,0.21,258.85,2,511.185,18.387,19.258,1.329,239.623,0,0,7,1
46,B,3,7,175.763,2090873.83,0.775,67,5539504.252,397.79,263831.125,0.901,11643.978,23,324873.784,0.805,1861.0,51.887,1.175,20.285,15.204,15.802,172.488,1883.455,13492.76,14910381.32,1105.065,0.475,92.505,3,170.917,15.204,15.802,1.042,70.608,0,1,7,1
47,B,3,8,230.9,2649125.795,0.861,92,6787467.876,537.322,371748.433,0.878,20692.335,38,429641.73,0.932,2028.0,53.109,0.974,19.906,20.077,24.058,209.246,2053.283,10081.882,19700922.847,1954.092,0.432,109.887,2,238.465,20.077,24.058,1.002,97.496,0,0,7,1
48,B,3,9,2.007,32095.474,0.689,1,64412.57,653.829,374999.408,1.32,42369.95,111,285508.024,0.911,1132.0,58.96,0.981,20.832,26.82,28.15,252.131,1132.381,9207.532,22653842.878,2460.36,0.365,192.535,6,290.932,26.82,28.15,0.783,113.351,0,2,7,1
49,B,3,10,167.207,2422378.351,0.888,82,5038226.361,568.482,409874.666,0.846,27530.473,54,322858.323,0.732,1314.0,64.766,1.167,24.122,15.246,13.342,244.42,1320.917,12811.49,27983525.413,2184.252,0.258,175.023,3,326.116,15.246,13.342,0.972,138.594,0,1,7,1
50,B,3,11,112.704,1276954.597,0.84,47,3142809.906,452.293,281360.807,0.951,22027.936,49,291299.952,0.914,1434.0,52.349,0.999,20.164,19.14,22.105,199.317,1461.488,10859.307,15715478.765,1447.19,0.49,88.759,2,192.592,19.14,22.105,1.081,80.096,0,0,7,1
51,B,3,12,18.485,246708.481,0.865,10,461676.478,341.808,178147.473,1.078,47585.779,118,274867.73,0.814,1180.0,59.682,1.114,22.396,18.532,19.951,230.794,1190.965,9242.407,16468258.94,1781.815,0.456,104.189,2,221.483,18.532,19.951,1.331,96.593,0,0,7,1
52,B,3,13,19.013,210457.339,0.85,9,459509.865,215.901,103217.981,1.12,40839.561,102,260341.117,0.882,1460.0,49.956,0.984,18.111,18.713,20.311,175.129,1486.569,8600.164,10806397.064,1256.534,0.486,98.38,3,180.17,18.713,20.311,1.158,77.51,0,1,7,1
53,B,3,14,13.203,262275.972,0.95,9,369124.669,362.616,185674.952,1.239,37573.776,96,279291.582,0.875,1243.0,56.839,1.018,20.628,19.324,20.424,224.879,1241.964,13653.602,18472926.133,1352.971,0.535,95.206,3,178.231,19.324,20.424,1.154,74.471,0,1,7,1
54,B,3,15,16.583,147241.54,0.898,6,451749.797,389.656,193028.886,1.285,29502.617,76,251737.304,0.76,1273.0,56.09,1.197,22.142,23.4,24.845,190.233,1323.307,9111.768,16209496.835,1778.963,0.5,127.692,4,211.367,23.4,24.845,1.496,78.303,0,2,7,1
55,B,3,1,280.65,3732347.987,0.875,146,7275524.171,767.377,487077.77,1.058,73530.997,151,567255.319,0.899,1538.0,71.826,1.021,26.142,30.254,33.919,369.059,1537.03,10476.126,34854344.811,3327.026,0.44,207.28,6,308.08,30.254,33.919,1.39,110.684,0,2,8,1
56,B,3,2,63.059,759077.072,0.879,30,1605692.346,615.064,429402.38,1.13,23172.908,51,323464.092,0.926,1445.0,55.308,1.031,20.62,16.25,14.847,225.513,1434.349,7246.708,17543234.21,2420.856,0.239,194.933,3,356.415,16.25,14.847,0.943,128.366,0,1,8,1
57,B,3,3,46.793,526969.693,0.896,16,1601780.782,467.82,376811.538,1.188,24168.693,54,294940.583,0.884,1626.5,49.406,0.967,18.084,14.816,15.502,171.749,1717.279,11840.429,17919514.763,1513.418,0.344,130.584,4,235.255,14.816,15.502,1.042,102.366,0,2,8,1
58,B,3,4,17.428,365844.201,0.973,11,594705.027,603.339,397969.493,1.225,29753.373,68,318813.987,0.891,1459.0,55.422,1.009,20.95,16.885,17.522,217.696,1464.489,12148.935,19712010.258,1622.53,0.392,107.294,2,228.037,16.885,17.522,1.414,101.279,0,0,8,1
59,B,3,5,10.351,30010.806,0.981,1,310654.017,1083.412,605148.539,1.294,153265.706,365,234504.538,0.597,1404.0,59.045,1.276,20.401,23.676,24.585,165.517,1416.802,9569.26,48794836.004,5099.123,0.17,442.89,12,613.908,23.676,24.585,1.007,159.532,0,6,8,1
60,B,3,1,297.867,2829811.591,0.83,116,7820959.783,561.828,396951.147,1.042,40205.21,78,288176.257,0.941,1269.0,56.252,0.91,18.799,17.468,12.48,237.026,1215.8,8829.58,19173179.37,2171.471,0.3,206.097,7,301.836,17.468,12.48,1.0,112.036,0,1,9,1
61,B,3,2,125.273,1486554.455,0.781,49,4096581.1,374.552,313172.366,1.302,14145.849,29,298074.207,0.683,1973.0,53.591,1.351,23.193,12.002,12.511,156.01,1910.604,14008.894,15461507.248,1103.692,0.336,114.417,4,203.095,12.002,12.511,0.949,91.932,0,0,9,1
62,B,3,3,198.367,2163572.67,0.815,83,5266453.933,448.807,337896.486,0.99,30153.149,53,407379.238,0.946,1856.0,54.322,0.921,19.709,26.054,24.807,222.027,1834.818,9658.332,14170253.519,1467.153,0.621,118.944,5,172.327,26.054,24.807,1.067,61.611,0,1,9,1
63,B,3,4,70.347,896466.474,0.86,27,2389260.03,1006.833,722516.575,1.108,89810.806,178,363564.591,0.795,1137.5,71.202,1.0,23.47,14.118,8.86,320.894,1132.976,12704.401,44486072.75,3501.627,0.166,350.943,7,515.337,14.118,8.86,0.882,142.633,0,3,9,1
64,B,3,5,82.917,1669580.679,0.946,49,2887443.273,604.501,486557.242,1.202,44420.049,86,338114.288,0.904,1468.5,56.989,0.998,21.726,20.423,19.806,233.646,1447.122,13084.788,28731125.555,2195.765,0.377,157.849,4,270.535,20.423,19.806,0.85,111.006,0,2,9,1
65,B,3,1,185.903,2128980.812,0.868,82,5081317.888,402.649,268776.456,0.983,31646.723,67,284105.62,0.943,1464.5,51.592,0.966,18.678,13.795,14.701,199.845,1421.626,9170.203,15258626.359,1663.936,0.297,148.18,4,265.413,13.795,14.701,1.652,117.695,0,2,10,1
66,B,3,2,4.859,76942.336,0.988,3,122553.35,410.571,276917.836,1.373,16181.506,41,282393.307,0.94,1978.0,44.296,0.955,16.53,15.452,19.299,146.821,1923.386,11514.638,11559257.621,1003.875,0.566,69.06,2,149.234,15.452,19.299,1.536,64.056,0,0,10,1
67,B,3,3,111.859,1166928.451,0.877,40,3303597.862,469.721,399452.174,1.085,6184.287,13,308365.511,0.936,2257.5,42.0,0.913,14.816,21.188,20.769,131.399,2346.779,13596.081,15479803.885,1138.549,0.525,95.157,4,165.006,21.188,20.769,1.182,58.99,0,2,10,1
68,B,3,4,211.676,3247768.183,0.892,107,6418153.713,564.574,403120.374,0.994,32170.504,63,404982.782,0.896,1479.5,62.034,1.069,23.058,25.516,28.082,274.418,1475.789,10997.577,25228421.265,2293.998,0.563,154.917,5,226.277,25.516,28.082,1.271,85.062,0,1,10,1
69,B,3,5,55.348,1071991.846,0.981,29,2130692.489,942.717,661690.661,1.175,52384.578,128,472385.957,0.293,1593.0,109.257,1.71,27.549,23.78,23.064,278.537,1695.952,14130.198,39165337.42,2771.747,0.338,217.644,5,320.912,23.78,23.064,0.677,127.617,0,1,10,1
70,B,3,6,5.915,67880.144,0.839,3,137716.997,479.862,217956.232,1.333,85708.776,220,278619.164,0.942,1293.5,53.746,0.921,18.122,12.305,11.026,216.534,1286.72,11200.044,23262952.837,2077.041,0.178,214.219,4,382.667,12.305,11.026,1.407,177.723,0,2,10,1
71,B,3,7,6.021,106662.453,0.878,3,232162.902,475.953,259835.694,1.341,33506.497,86,311887.735,0.89,1281.5,58.659,1.005,22.289,22.603,24.783,243.786,1279.35,17682.579,21693921.049,1226.853,0.606,118.53,5,159.517,22.603,24.783,0.802,53.882,0,3,10,1
72,B,3,8,47.638,595914.455,0.922,24,1179673.608,615.909,366447.457,1.233,53754.246,129,274891.179,0.895,1168.0,57.155,1.023,21.052,21.588,22.68,232.695,1181.335,8655.702,23059775.56,2664.114,0.393,173.501,5,292.035,21.588,22.68,0.824,121.911,0,1,10,1
73,B,3,1,80.487,727547.825,0.84,26,2271424.808,478.172,358169.291,1.1,18911.938,39,275338.085,0.857,1516.0,51.637,1.075,19.671,12.264,13.208,181.783,1514.65,15253.834,18872106.952,1237.204,0.3,126.663,4,227.639,12.264,13.208,0.892,101.476,0,0,11,1
74,B,3,2,2.218,60047.972,0.995,2,67564.678,527.71,347616.561,1.358,43699.07,101,269895.253,0.872,1388.0,53.198,0.973,19.366,20.564,16.087,196.36,1374.493,11598.588,16158097.144,1393.109,0.527,136.143,5,182.252,20.564,16.087,1.182,60.64,0,1,11,1
75,B,3,3,32.005,386406.261,0.803,12,1063350.958,644.85,415884.29,1.267,46149.695,105,321072.389,0.906,1388.0,56.57,1.017,20.977,13.591,11.704,230.794,1391.164,11322.86,23292003.95,2057.078,0.262,154.275,2,313.831,13.591,11.704,1.465,145.66,0,0,11,1
76,B,3,4,2.218,50548.05,1.108,2,56256.508,638.301,369984.047,1.297,92531.104,215,532156.344,0.922,2013.0,60.857,0.953,22.09,22.831,25.65,271.777,1958.061,11571.812,25494546.282,2203.159,0.479,156.475,5,240.403,22.831,25.65,0.86,97.628,0,1,11,1
77,B,3,5,30.315,136683.865,0.551,4,982882.725,444.688,303116.82,1.286,27631.616,64,310348.756,0.908,2065.5,45.888,0.919,16.705,9.192,7.354,152.102,2040.395,15707.754,17862477.464,1137.176,0.187,156.336,4,276.794,9.192,7.354,1.343,121.362,0,0,11,1
78,B,3,6,1.268,19300.75,1.033,1,24464.068,970.391,511418.36,1.3,186366.742,433,750229.716,0.897,1880.0,75.142,1.009,28.001,23.029,20.977,402.965,1861.772,12834.379,53053426.948,4133.696,0.26,292.007,7,447.313,23.029,20.977,0.934,171.631,0,1,11,1
79,B,3,7,191.395,2018514.916,0.849,77,5199797.538,352.582,269775.789,0.837,20674.318,36,279859.854,0.873,1543.0,50.594,1.008,18.386,17.86,19.825,177.875,1573.35,10081.823,15671193.446,1554.401,0.443,121.722,4,209.904,17.86,19.825,0.891,91.373,0,0,11,1
80,B,3,8,156.01,1562258.155,0.8,55,4590385.487,322.267,240116.161,1.015,29895.527,60,339335.331,0.915,1625.0,53.929,0.998,19.985,21.655,25.035,211.781,1602.291,13375.306,14611052.586,1092.39,0.687,62.195,2,141.305,21.655,25.035,0.976,55.39,0,0,11,1
81,B,3,9,11.619,204386.119,0.903,7,348817.747,416.697,253923.351,1.251,41617.859,94,303505.421,0.914,1208.0,58.954,1.01,21.672,19.679,19.306,252.764,1200.744,13437.642,21050709.653,1566.548,0.518,137.955,5,194.9,19.679,19.306,0.902,73.029,0,1,11,1
82,B,3,10,132.139,1324096.97,0.808,52,3449198.405,235.653,165995.241,0.869,29175.108,50,258960.683,0.827,1437.0,51.714,1.086,19.992,14.865,15.632,175.974,1471.586,10846.391,11326066.022,1044.224,0.461,103.634,4,168.729,14.865,15.632,0.79,71.086,0,0,11,1
83,B,3,1,39.61,598592.993,0.969,22,1091997.205,496.551,329078.567,1.223,63835.142,125,305895.433,0.821,1294.0,59.312,1.042,21.728,24.851,26.491,229.738,1331.498,10739.976,25659605.038,2389.168,0.508,142.285,4,243.106,24.851,26.491,0.8,97.858,0,0,12,1
84,B,3,2,100.028,1284444.595,0.89,49,2674884.454,564.574,412305.873,1.012,62789.276,114,612681.827,0.852,1735.0,71.484,1.01,25.075,21.478,23.059,346.455,1768.43,12647.73,26128246.004,2065.845,0.489,109.333,2,230.356,21.478,23.059,1.14,99.668,0,0,12,1
85,B,3,3,66.862,856848.747,0.902,32,1767654.552,398.529,292509.165,1.03,56120.642,98,453103.613,0.91,2248.0,51.808,0.973,19.33,19.992,23.069,194.459,2330.078,14302.047,19143290.955,1338.5,0.477,113.4,4,187.698,19.992,23.069,0.869,76.584,0,2,12,1
86,B,3,4,51.651,705178.69,0.893,24,1538808.959,524.964,413518.677,1.137,24692.074,46,553112.025,0.801,3319.5,50.468,1.073,19.778,18.345,21.655,162.454,3404.737,15253.21,19151673.903,1255.583,0.509,97.958,3,176.077,18.345,21.655,0.879,73.215,0,1,12,1
87,B,3,5,59.468,887776.282,0.9,33,1629112.717,518.838,375775.024,1.058,68953.422,124,311825.521,0.775,1426.0,59.409,1.077,20.929,21.15,17.435,217.591,1433.083,10498.197,24691625.379,2351.987,0.432,144.819,3,261.699,21.15,17.435,1.127,107.047,0,1,12,1
88,B,3,6,92.318,841826.698,0.859,33,2383034.716,296.494,253830.928,1.003,33194.785,54,289247.311,0.927,1364.5,53.719,1.007,18.955,14.226,13.421,212.943,1358.331,10093.916,12872062.236,1275.23,0.374,97.531,2,206.939,14.226,13.421,1.245,87.865,0,0,12,1
89,B,3,7,120.942,1114065.631,0.906,52,2630025.795,303.36,218594.639,0.868,51470.768,86,494558.033,0.725,2609.0,56.265,1.259,23.366,14.378,14.201,182.628,2708.002,10862.598,14389281.861,1324.663,0.398,111.597,4,204.544,14.378,14.201,1.326,91.636,0,2,12,1
90,B,3,1,42.99,348659.82,0.823,14,1009477.598,621.19,386408.241,1.058,38147.102,83,340129.221,0.869,1325.5,61.634,0.966,21.858,18.022,16.101,262.588,1295.298,10506.083,21335509.556,2030.777,0.353,141.847,3,268.711,18.022,16.101,0.966,109.865,0,1,13,1
91,B,3,2,12.041,246273.483,0.953,10,297796.832,548.202,339057.005,1.171,42336.099,95,317620.935,0.936,1268.0,58.645,0.978,21.618,21.352,20.453,256.25,1239.496,9271.567,23557637.487,2540.847,0.341,188.533,6,306.096,21.352,20.453,1.152,131.353,0,2,13,1
