,Row,Col,Target,TMRE AREA,TMRE INTENSITY,TMRE FORM FACTOR,TMRE COUNT,TMRE DxA,MITOTRECKER AREA,MITOTRACKER DxA,MITOTRACKER FORM FACTOR,MITOTRACKER INTENSITY,MITOTRACKER COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,CHRONO_ORDER
10,B,2,11,7.499,53093.536,1.009,2,208271.753,808.572,358842.66,1.327,128847.376,365,573319.024,0.783,1581.0,76.919,1.084,29.111,27.805,37.652,368.531,1555.687,10961.403,44386015.855,4049.301,0.438,206.191,4,340.875,27.805,37.652,0.982,131.199,0,2,1,0
11,B,2,12,204.071,2356839.137,0.802,75,6905795.846,517.993,338687.312,1.168,31133.89,79,304922.507,0.885,1350.0,58.146,1.013,21.893,13.883,14.653,238.188,1280.176,12490.83,20652000.563,1653.373,0.285,128.611,2,270.239,13.883,14.653,1.149,116.648,0,0,1,0
12,B,2,13,77.847,938954.018,0.857,26,2904214.029,499.508,316745.502,1.357,25457.625,69,307317.695,0.893,1794.5,49.909,0.961,18.483,11.749,10.613,177.03,1735.962,13371.916,16690682.649,1248.189,0.276,121.994,3,238.198,11.749,10.613,1.393,109.115,0,1,1,0
13,B,2,14,144.814,1356360.467,0.89,40,4583429.871,705.902,354078.479,1.27,43779.786,122,290294.387,0.773,1396.0,58.481,1.144,23.619,8.798,6.515,210.303,1380.366,12678.346,23691262.933,1868.64,0.117,225.302,2,448.925,8.798,6.515,1.477,213.532,0,0,1,0
14,B,2,1,110.802,1287856.73,0.887,43,3364359.132,751.85,398378.902,1.32,65319.364,164,300935.103,0.823,1256.0,60.288,1.045,23.023,19.035,17.985,238.082,1263.996,13222.128,34940343.441,2642.566,0.311,219.062,6,326.844,19.035,17.985,1.026,125.036,0,2,2,0
15,B,2,2,40.877,713324.708,0.954,26,1132322.372,210.408,89589.828,1.235,108690.137,274,535343.309,0.907,2139.0,60.065,0.915,21.846,31.024,32.976,260.37,2056.09,11741.938,18179743.176,1548.274,0.785,63.302,2,157.402,31.024,32.976,0.945,56.07,0,0,2,0
16,B,2,3,34.751,760773.055,0.908,23,1165880.571,392.825,182306.943,1.315,83479.132,211,524284.629,0.917,2611.5,52.275,0.86,18.577,12.175,10.156,199.423,2629.008,18475.382,23004181.648,1245.126,0.303,124.906,3,227.193,12.175,10.156,1.243,100.433,0,1,2,0
17,B,2,4,154.637,1813031.353,0.78,53,5489252.405,562.25,408608.097,1.218,25688.115,60,365132.195,0.908,2372.0,47.89,0.883,17.546,14.708,11.954,165.728,2203.2,17113.492,21131308.335,1234.775,0.385,105.919,3,200.666,14.708,11.954,1.043,83.504,0,1,2,0
18,B,2,5,180.199,2135321.832,0.886,89,4362615.595,438.878,215744.411,1.212,50495.669,125,305173.476,0.823,1197.0,63.262,1.043,23.284,21.897,25.903,262.06,1164.52,7484.327,18117685.34,2420.75,0.376,165.402,6,284.535,21.897,25.903,1.166,105.487,0,2,2,0
19,B,2,6,173.016,1911845.082,0.897,65,5272749.383,402.015,218780.753,1.238,39752.9,96,330694.971,0.912,1492.0,56.298,0.936,19.671,20.921,23.981,230.055,1437.462,14659.116,19361098.57,1320.755,0.603,92.142,3,165.956,20.921,23.981,1.025,65.347,0,1,2,0
20,B,2,7,265.123,3006741.323,0.85,99,8487703.726,512.078,325098.663,1.106,40458.735,94,337982.149,0.798,1513.0,59.336,1.132,23.352,17.552,19.41,223.506,1512.185,15616.255,24298661.424,1555.985,0.421,134.698,5,215.57,17.552,19.41,1.337,76.019,0,3,2,0
21,B,2,8,324.168,5236343.192,0.871,165,10487440.059,847.865,546724.574,1.051,18561.191,40,363379.428,0.856,1390.0,62.552,1.033,23.156,21.798,19.515,266.496,1363.546,13223.065,32310027.174,2443.46,0.395,176.64,4,278.937,21.798,19.515,0.934,104.584,0,0,2,0
22,B,2,9,29.047,458559.978,0.837,12,1158652.544,462.75,270297.056,1.363,26022.991,66,295223.451,0.838,1789.0,49.879,1.008,19.849,17.086,18.539,165.939,1779.104,11504.789,19185759.919,1667.633,0.427,108.578,2,221.581,17.086,18.539,1.473,99.732,0,0,2,0
23,B,2,10,185.797,2162143.941,0.859,58,7448296.413,721.852,583731.798,1.233,19442.526,46,319858.845,0.695,1986.0,53.94,1.3,22.621,12.002,11.743,160.975,1987.01,19885.301,30953837.073,1556.619,0.249,136.45,2,280.026,12.002,11.743,1.019,128.621,0,0,2,0
24,B,2,1,150.835,1788934.292,0.924,78,3470172.992,537.851,225136.093,1.205,112539.608,305,491104.255,0.939,1441.0,68.081,0.954,23.844,27.131,19.765,346.35,1417.944,8579.071,31213299.271,3638.308,0.326,296.404,9,374.649,27.131,19.765,1.022,131.273,0,1,3,0
25,B,2,2,39.082,469799.518,0.876,16,1155338.51,352.898,152904.093,1.338,58431.438,161,301950.492,0.875,1577.0,53.542,0.998,20.485,19.263,18.243,199.529,1513.319,12294.058,15080402.623,1226.642,0.472,127.569,6,180.77,19.263,18.243,1.429,68.215,1,2,3,0
26,B,2,3,53.553,717957.211,0.855,22,1862900.367,455.145,333637.094,1.294,28866.673,78,279758.558,0.873,1698.0,48.656,0.981,18.122,22.621,25.35,164.461,1701.067,13201.594,14545396.368,1101.791,0.617,92.769,4,149.763,22.621,25.35,0.723,53.498,0,0,3,0
27,B,2,4,200.691,2261493.254,0.841,80,5815375.012,589.608,312350.696,1.17,36396.422,95,301972.779,0.917,1429.0,53.643,0.974,19.198,14.95,12.191,210.091,1437.341,10697.158,25096304.484,2346.072,0.222,224.898,5,364.416,14.95,12.191,0.691,126.288,0,1,3,0
28,B,2,5,187.276,1749665.764,0.773,60,5831336.562,281.072,151203.082,1.146,23773.319,61,432840.314,0.919,2021.0,54.725,1.004,20.393,16.371,16.575,218.964,1976.766,11830.413,13561975.37,1146.365,0.478,95.337,4,173.543,16.371,16.575,0.809,75.161,0,0,3,0
29,B,2,6,219.703,2454492.429,0.824,68,8259746.241,1122.916,782326.255,1.312,66747.372,174,384199.8,0.806,2268.0,51.462,1.17,20.712,11.37,7.475,169.953,2260.622,21089.394,48474816.818,2298.54,0.147,238.531,4,443.254,11.37,7.475,0.875,193.359,0,2,3,0
30,B,2,7,275.157,3398185.198,0.811,108,8852984.221,836.668,461504.623,1.169,53651.177,140,317538.124,0.815,1192.0,63.987,1.003,22.33,18.275,18.275,265.651,1195.321,13025.607,38918678.326,2987.859,0.292,172.407,2,358.326,18.275,18.275,0.959,165.814,0,0,3,0
31,B,2,8,186.431,1159396.568,0.682,38,6375013.598,521.056,315954.887,1.251,34083.105,89,475263.965,0.618,4080.0,50.488,1.481,21.493,8.331,8.237,125.273,3793.822,12909.603,21004853.139,1627.072,0.121,212.297,3,411.099,8.331,8.237,0.975,193.656,0,1,3,0
32,B,2,9,45.314,744473.691,0.9,25,1334861.453,532.252,242095.709,1.255,48333.863,133,471838.917,0.87,2477.0,52.503,0.984,19.768,12.402,10.032,190.762,2473.448,9799.864,16029964.492,1635.733,0.244,143.27,2,290.059,12.402,10.032,1.433,134.443,0,0,3,0
33,B,2,10,34.223,317401.866,0.802,11,1011079.319,323.64,170660.45,1.283,28693.721,79,295340.697,0.752,2070.5,48.853,1.156,20.042,12.03,11.719,142.807,2068.109,9966.767,12944681.781,1298.784,0.285,117.034,2,239.494,12.03,11.719,0.996,108.563,0,0,3,0
34,B,2,11,2.218,25619.476,0.985,1,56828.053,393.882,155625.139,1.309,139942.468,386,271326.704,0.887,1184.0,57.316,0.98,20.991,26.344,29.017,231.956,1169.734,9228.911,21159406.063,2292.731,0.604,127.374,4,218.465,26.344,29.017,1.443,85.853,0,2,3,0
35,B,2,1,48.694,761916.964,0.896,25,1490334.912,563.201,281087.974,1.286,61520.462,162,263720.323,0.797,1312.0,56.405,1.105,22.311,15.692,16.858,201.747,1307.185,10635.327,20986860.179,1973.316,0.339,161.435,4,270.645,15.692,16.858,1.211,121.568,0,2,4,0
36,B,2,2,440.885,6273806.171,0.849,199,14267610.598,1070.103,605262.616,1.048,69079.496,167,351079.634,0.827,1451.0,59.898,1.065,22.717,19.178,19.503,236.181,1486.485,9958.684,39254872.323,3941.773,0.222,272.396,5,471.948,19.178,19.503,0.933,201.03,0,3,4,0
37,B,2,3,149.778,2113626.844,0.888,74,4396348.607,389.234,204434.656,0.99,49063.452,116,147318.031,0.831,1069.0,45.478,1.068,16.79,17.956,19.777,136.786,1076.993,13129.581,22570703.56,1719.073,0.443,140.953,4,220.813,17.956,19.777,1.313,78.517,0,2,4,0
38,B,2,4,227.837,3168762.118,0.801,86,8992357.337,731.253,504611.572,1.103,29226.35,71,345149.863,0.629,2417.5,52.496,1.473,22.753,12.145,12.138,137.948,2502.023,16856.231,27027476.066,1603.412,0.248,164.235,4,284.813,12.145,12.138,1.015,122.748,0,2,4,0
39,B,2,5,150.624,2474528.941,0.838,70,5506158.679,645.378,374185.133,1.186,29207.329,74,325142.71,0.897,1434.0,56.006,0.973,19.561,16.575,16.812,223.823,1452.68,12527.554,24943125.234,1991.061,0.355,154.16,4,265.505,16.575,16.812,0.813,118.214,0,2,4,0
40,B,2,6,113.654,1635875.209,0.839,47,3892244.888,511.021,332466.012,1.182,34814.14,82,319834.446,0.809,1593.0,55.202,1.132,21.703,11.37,10.741,196.149,1630.572,13113.301,20361164.628,1552.711,0.231,148.323,2,290.33,11.37,10.741,1.083,137.126,0,0,4,0
41,B,2,7,73.199,1266300.83,0.948,34,3114336.676,331.139,223311.922,1.335,20670.789,53,301156.285,0.841,2377.5,43.086,0.946,16.53,14.991,14.093,124.217,2424.44,15617.04,18003457.583,1152.809,0.399,101.173,3,190.643,14.991,14.093,0.992,76.54,0,1,4,0
42,B,2,8,55.771,1049246.009,0.959,34,1743635.067,303.043,168229.243,1.152,22472.281,56,278872.984,0.752,1265.0,60.674,1.144,23.038,18.738,22.188,220.231,1266.272,10147.76,16373936.196,1613.552,0.477,114.572,3,206.245,18.738,22.188,1.031,88.892,0,1,4,0
43,B,2,9,56.193,987922.505,0.839,22,2575766.897,400.642,303102.983,1.342,24530.807,64,294598.881,0.744,1943.5,50.048,1.139,20.044,13.115,12.873,148.3,1986.51,20157.88,24209095.361,1200.974,0.374,110.894,3,200.853,13.115,12.873,1.647,92.156,0,1,4,0
44,B,2,10,1.901,72825.556,0.965,2,69230.832,394.832,206625.351,1.399,42428.857,113,450998.158,0.823,1988.0,59.107,1.066,22.66,19.33,22.203,228.893,1970.347,12912.821,17971236.088,1391.736,0.569,83.203,2,175.365,19.33,22.203,1.075,75.376,0,0,4,0
45,B,2,1,27.991,555083.62,0.941,16,989688.457,588.974,284907.854,1.279,34548.909,101,298410.522,0.85,1735.5,51.31,1.004,19.97,17.254,18.897,178.086,1675.65,12775.011,19517443.661,1527.783,0.419,147.317,6,214.056,17.254,18.897,1.425,85.441,0,2,5,0
46,B,2,2,244.842,4409338.411,0.896,121,9179957.756,1284.102,706424.259,1.089,53626.091,134,295761.408,0.741,1308.0,61.81,1.06,21.016,17.522,15.188,225.302,1312.736,12685.066,42735479.426,3368.96,0.181,299.844,8,483.526,17.522,15.188,1.129,180.757,0,6,5,0
47,B,2,3,134.885,2759137.621,0.907,73,5224688.231,693.016,373738.438,1.177,34864.886,94,289990.922,0.827,1293.0,57.929,0.988,19.992,18.552,15.634,220.971,1312.349,9685.449,30019090.072,3099.401,0.296,198.481,3,362.774,18.552,15.634,0.944,166.688,0,1,5,0
48,B,2,4,199.74,3291150.133,0.815,93,7188864.741,784.383,406552.393,1.049,35106.405,95,344624.794,0.911,1473.5,56.896,1.05,22.05,13.292,11.776,234.702,1468.349,12967.224,30812402.548,2376.176,0.207,193.048,2,380.12,13.292,11.776,1.025,177.4,0,0,5,0
49,B,2,5,52.496,1398597.902,0.939,31,2440873.404,621.401,363279.927,1.251,34103.476,98,334447.25,0.899,1433.0,56.672,0.956,19.777,20.332,23.293,229.843,1455.109,15622.728,23435790.462,1500.109,0.46,124.911,4,202.46,20.332,23.293,1.272,82.65,0,0,5,0
50,B,2,6,124.428,2449130.625,0.871,57,5425389.41,468.031,322765.055,1.17,15070.334,40,329811.616,0.943,2336.0,42.719,0.921,15.561,10.912,10.912,136.998,2407.425,16216.572,17152991.301,1057.745,0.306,104.15,2,208.55,10.912,10.912,1.095,97.172,0,0,5,0
51,B,2,7,94.747,2062778.046,0.845,51,3832885.705,775.933,439860.997,1.268,19497.924,56,335042.667,0.886,1726.0,52.193,1.05,19.778,11.231,11.776,192.029,1744.749,18627.595,28897689.384,1551.338,0.222,147.796,2,296.228,11.231,11.776,1.016,135.194,0,0,5,0
52,B,2,8,8.239,133242.357,0.9,4,272038.205,480.178,244391.08,1.327,29108.306,85,285997.075,0.924,1704.0,47.422,0.945,17.094,13.015,15.802,165.411,1729.006,10060.493,16185306.657,1608.799,0.28,134.318,2,268.695,13.015,15.802,1.078,124.235,0,0,5,0
53,B,2,1,122.844,2119132.552,0.884,61,4282745.103,811.001,383016.149,1.256,18771.286,52,435051.29,0.929,2156.5,53.203,0.924,18.554,13.197,14.64,209.352,2078.086,11164.605,20530069.142,1838.853,0.248,160.78,3,305.404,13.197,14.64,1.258,140.847,0,1,6,0
54,B,2,2,181.783,2544798.252,0.883,82,5776069.987,372.862,219623.231,0.826,16337.265,38,309827.594,0.916,1348.0,56.198,1.039,21.334,20.683,22.522,230.266,1345.521,10450.681,14124013.581,1351.492,0.588,123.597,5,169.889,20.683,22.522,1.158,67.184,0,3,6,0
55,B,2,3,82.917,1318428.483,0.84,34,3289292.22,386.276,235030.135,1.339,15124.312,41,302340.782,0.926,2038.5,44.929,0.927,15.988,17.732,19.15,148.722,2032.923,13088.978,13452153.509,1027.747,0.511,83.78,3,158.95,17.732,19.15,1.301,68.335,0,1,6,0
56,B,2,4,28.942,404080.95,0.889,14,838847.251,411.416,186513.944,1.263,23302.722,67,248336.867,0.877,1442.0,50.936,0.97,19.138,19.5,19.894,181.15,1370.894,7830.036,12196652.795,1557.675,0.364,153.457,6,231.899,19.5,19.894,0.885,91.55,0,0,6,0
57,B,2,5,251.497,4590169.957,0.898,116,10147917.451,1106.438,569628.22,1.203,54695.015,149,605867.011,0.673,1959.0,74.888,1.159,27.906,16.065,13.474,300.296,2017.563,17784.169,41957751.308,2359.275,0.303,186.959,4,312.752,16.065,13.474,0.862,123.961,0,2,6,0
58,B,2,6,60.207,1253243.042,0.92,32,2400815.05,799.276,404665.691,1.274,30514.868,87,566948.051,0.914,2610.0,54.469,0.967,19.886,13.015,11.055,215.795,2627.252,10998.845,20046349.452,1822.587,0.241,151.093,2,308.174,13.015,11.055,1.192,139.133,0,0,6,0
59,B,2,7,74.995,1329243.429,0.866,36,2777359.986,372.756,172676.439,1.152,26571.349,75,297497.169,0.844,1538.0,54.304,1.08,21.74,13.912,13.444,198.05,1502.133,13861.741,18649112.966,1345.366,0.375,104.583,2,212.438,13.912,13.444,1.112,98.002,0,0,6,0
60,B,2,8,60.735,1224940.579,0.937,32,2365373.106,131.716,56797.316,1.179,39199.312,108,522290.293,0.285,1741.0,112.49,1.391,22.077,13.281,13.549,287.304,1817.899,12654.939,18709761.11,1478.455,0.297,153.177,5,250.267,13.281,13.549,1.279,108.011,0,3,6,0
61,B,2,9,2.113,34584.1,0.917,1,73060.007,338.216,182736.42,1.369,26471.062,78,279075.259,0.925,1827.0,46.122,0.936,17.2,13.819,13.322,156.644,1781.587,9265.171,10670203.097,1151.647,0.419,88.391,2,185.771,13.819,13.322,1.637,84.398,0,0,6,0
62,B,2,1,100.979,1479572.953,0.853,43,3577306.446,574.503,298357.709,1.304,21390.237,60,303567.001,0.786,1640.0,54.022,1.112,22.523,11.583,12.109,182.628,1662.212,18554.079,19729347.067,1063.343,0.337,97.224,2,199.035,11.583,12.109,1.421,92.513,0,0,7,0
63,B,2,2,104.465,1794847.164,0.902,52,3794475.231,674.214,367239.023,1.19,22206.579,61,508113.515,0.893,2443.0,54.831,0.959,20.95,17.064,18.958,213.577,2379.065,17888.774,23347033.394,1305.122,0.512,84.773,2,179.041,17.064,18.958,1.232,78.943,0,0,7,0
64,B,2,3,346.666,4959410.687,0.88,160,10876881.156,608.62,300058.086,1.046,81961.032,205,289365.19,0.381,1140.0,90.465,1.341,24.714,27.175,26.963,248.117,1166.246,11519.124,32641100.71,2833.644,0.433,259.453,9,286.644,27.175,26.963,0.676,86.429,1,3,7,0
65,B,2,4,183.051,3420280.67,0.898,87,7372025.991,770.229,445115.285,1.21,17713.603,48,353616.89,0.768,1518.0,61.676,1.203,24.511,12.656,13.322,232.378,1521.728,19487.449,25956331.555,1331.951,0.327,111.552,2,226.365,12.656,13.322,1.406,105.408,0,0,7,0
66,B,2,5,193.297,3174926.258,0.93,97,6625592.389,437.294,268306.523,0.952,9439.578,22,414049.134,0.743,2259.5,56.468,1.338,24.068,10.576,9.182,188.649,2194.811,11172.966,11649380.969,1042.64,0.267,128.577,4,221.38,10.576,9.182,1.375,100.163,0,2,7,0
67,B,2,6,220.02,3865572.603,0.873,105,8381708.821,875.116,509635.911,1.112,39735.468,99,339312.622,0.882,1760.0,51.046,0.978,18.242,14.84,8.565,182.945,1854.722,19003.772,38520153.976,2026.974,0.245,203.453,5,322.209,14.84,8.565,0.837,131.501,0,3,7,0
68,B,2,7,121.048,1669122.403,0.878,45,4819602.886,476.376,263996.219,1.237,30668.081,81,450371.581,0.816,2372.0,53.677,1.089,20.674,15.632,15.873,187.17,2406.213,11816.387,20208385.492,1710.2,0.375,116.406,2,239.403,15.632,15.873,1.019,106.966,0,0,7,0
69,B,2,8,110.063,2242761.891,0.937,61,4043476.912,785.017,390497.68,1.177,45135.61,125,284706.001,0.645,1482.0,60.527,1.193,21.777,17.89,12.635,187.91,1515.121,10465.721,25454284.914,2432.158,0.324,256.108,8,307.113,17.89,12.635,0.639,94.795,0,2,7,0
70,B,2,9,541.125,9010053.389,0.859,242,20152401.289,1038.837,569321.375,1.077,59909.844,152,351574.812,0.808,1521.0,59.317,1.139,22.506,17.468,18.625,226.147,1554.633,13215.303,42714151.095,3232.173,0.247,223.575,3,405.921,17.468,18.625,0.876,144.55,0,1,7,0
71,B,2,10,118.407,1901259.717,0.862,46,5094801.122,454.934,303774.874,1.173,23164.159,61,322738.12,0.866,1550.0,53.97,1.0,19.951,11.454,10.097,200.796,1607.292,16994.714,24334289.165,1431.874,0.251,132.235,2,267.822,11.454,10.097,1.024,123.476,0,0,7,0
72,B,2,11,35.596,826710.127,0.933,19,1596894.285,510.493,274797.488,1.37,46703.473,131,317737.441,0.825,1315.0,60.363,1.106,23.415,18.631,17.924,239.244,1328.088,10626.887,28763596.435,2706.681,0.325,175.337,3,323.667,18.631,17.924,0.912,144.981,0,1,7,0
73,B,2,12,9.612,144018.626,0.897,4,358971.102,528.239,259552.72,1.379,35801.362,102,305036.478,0.866,1630.0,52.661,1.039,20.606,18.606,19.86,191.184,1595.512,9381.432,12844416.591,1369.132,0.588,79.957,2,171.064,18.606,19.86,1.436,74.216,0,0,7,0
74,B,2,13,218.964,3248370.913,0.845,97,7363071.92,558.448,288397.65,1.141,20639.722,55,481052.196,0.903,2085.0,56.486,1.025,21.146,15.852,18.025,229.21,2098.743,13089.141,19286729.533,1473.491,0.42,101.018,2,209.881,15.852,18.025,1.16,93.545,0,0,7,0
75,B,2,14,7.394,189276.438,0.931,5,270520.985,654.462,279742.819,1.307,100654.062,288,319654.247,0.89,1338.0,58.446,1.018,21.606,15.884,15.727,241.991,1320.937,11652.944,26261644.247,2253.649,0.302,155.219,2,306.356,15.884,15.727,1.017,143.693,0,0,7,0
76,B,2,15,35.385,755677.92,0.933,18,1501769.835,427.893,227816.79,1.285,28341.376,81,292270.132,0.857,2263.0,43.812,0.982,16.9,12.574,9.491,130.977,2231.462,14345.39,15932901.054,1110.664,0.336,102.813,3,203.893,12.574,9.491,0.97,87.423,0,1,7,0
77,B,2,16,13.837,287310.85,1.088,8,492816.779,313.817,137572.5,1.326,29463.925,84,288317.057,0.898,1744.0,48.765,0.99,18.499,16.011,16.737,169.953,1696.45,11306.269,13717069.736,1213.227,0.496,82.35,2,175.389,16.011,16.737,1.01,74.609,0,0,7,0
78,B,2,17,85.558,1712545.488,0.859,38,3856784.565,463.173,314068.396,1.284,21638.95,59,508947.437,0.87,2907.0,48.587,0.966,18.095,15.867,11.278,163.51,3112.639,15973.765,17891643.816,1120.064,0.479,96.852,3,171.494,15.867,11.278,0.879,71.069,0,1,7,0
79,B,2,18,12.886,291117.276,0.947,7,544921.951,1024.789,481964.176,1.334,82659.688,237,517835.492,0.856,1808.0,64.691,1.031,24.052,22.866,23.57,285.192,1815.745,12867.178,43286487.158,3364.101,0.367,216.87,5,339.23,22.866,23.57,0.975,133.995,0,3,7,0
80,B,2,1,147.349,1423646.404,0.813,53,4198225.245,343.603,163295.742,1.192,23694.635,71,287592.248,0.848,1329.0,56.844,1.126,22.626,17.6,19.651,218.013,1319.15,8092.717,10244850.228,1265.935,0.498,104.659,4,178.797,17.6,19.651,0.818,72.74,0,2,8,0
81,B,2,2,235.547,3079851.843,0.824,106,6937482.554,328.076,146990.483,1.144,29429.386,85,301194.628,0.892,1330.0,56.564,1.048,21.016,28.956,34.403,227.203,1325.664,10515.974,14857611.018,1412.861,0.771,79.111,3,151.79,28.956,34.403,0.877,53.573,0,1,8,0
82,B,2,3,349.307,4755068.559,0.861,171,9803462.083,673.686,317012.948,1.002,57186.751,158,332986.329,0.904,1209.0,61.505,1.043,22.396,24.681,26.693,272.094,1223.791,10318.58,28328015.111,2745.341,0.43,161.936,4,283.173,24.681,26.693,0.964,113.01,0,2,8,0
83,B,2,4,168.052,2564302.304,0.862,76,6047812.437,398.529,190236.436,1.21,28500.707,82,327548.461,0.942,1536.0,52.588,0.939,18.111,16.9,16.9,207.239,1580.532,13603.223,17957901.471,1320.121,0.492,119.722,5,183.614,16.9,16.9,0.889,65.761,0,3,8,0
84,B,2,5,207.451,2609991.596,0.862,97,5657866.234,495.389,215536.538,1.115,62023.693,181,301747.477,0.909,1337.0,55.934,0.988,20.363,24.058,20.027,226.358,1333.056,9230.669,21556363.548,2335.298,0.423,183.511,6,263.283,24.058,20.027,0.907,94.725,0,2,8,0
85,B,2,6,156.644,2347568.278,0.859,73,5154995.917,370.432,187219.424,1.194,25266.355,72,330708.491,0.915,1625.0,52.864,1.019,19.777,25.506,27.08,203.437,1625.608,9390.143,14601996.902,1555.035,0.688,86.354,3,168.493,25.506,27.08,0.871,61.973,0,1,8,0
86,B,2,7,236.287,3568516.49,0.867,107,7813925.053,563.729,296614.025,1.121,22999.956,62,334722.407,0.948,1871.5,48.114,0.945,16.812,16.943,18.873,174.706,1915.914,10556.368,14459748.841,1369.766,0.508,84.193,2,184.015,16.943,18.873,1.204,79.481,0,0,8,0
87,B,2,8,291.529,3890579.481,0.791,125,9248639.963,738.119,352977.533,1.19,40298.345,116,338632.175,0.846,1718.0,54.141,1.103,21.052,16.54,15.336,197.31,1716.24,9666.635,26816951.403,2774.177,0.22,230.783,5,398.366,16.54,15.336,0.982,165.005,0,3,8,0
88,B,2,9,109.324,1650197.818,0.895,51,3699781.21,444.899,186453.842,1.146,24292.454,73,409432.513,0.73,2077.0,57.571,1.184,22.504,12.888,13.735,192.557,2126.29,11285.616,11453322.29,1014.86,0.411,103.152,4,176.072,12.888,13.735,0.886,77.321,0,0,8,0
